DISTNAME,CAMPNAME,CNTYNAME,Longitude,Latitude,STREET,CITY,ZIP,CAMPUS,year,COUNT_ALL,COUNT_BLACK,COUNT_HIS,COUNT_WHITE,COUNT_AI,COUNT_API,COUNT_ASIAN,COUNT_PI,COUNT_TWO,COUNT_ECON,COUNT_ELL,PER_BLACK,PER_HIS,PER_WHITE,PER_AI,PER_API,PER_ASIAN,PER_PI,PER_TWO,PER_ECON,PER_ELL
PFLUGERVILLE ISD,DELCO PRI,TRAVIS,-95.553703,29.811536,2150 SHADOWDALE,HOUSTON,77043,227904113,01-01-11,697,85,491,59,1,,50,0,,572,402,12.2,70.4,8.5,0.1,,7.2,0,,82.1,57.7
PFLUGERVILLE ISD,CALDWELL EL,TRAVIS,-97.937729399999967,29.861327704000185,1225 HWY 123,SAN MARCOS,78666,227904114,01-01-11,738,89,390,177,3,,47,1,,390,227,12.1,52.8,24,0.4,,6.4,0.1,,52.8,30.8
PFLUGERVILLE ISD,ROWE LANE EL,TRAVIS,-96.797024,33.11634,4600 COLBY DR,FRISCO,75035,227904115,01-01-11,721,81,201,370,4,,31,0,,148,35,11.2,27.9,51.3,0.6,,4.3,0,,20.5,4.9
PFLUGERVILLE ISD,HIGHLAND PARK EL,TRAVIS,-101.873704,33.582317,3316 9TH ST,LUBBOCK,79409,227904116,01-01-11,687,122,329,156,1,,53,1,,376,218,17.8,47.9,22.7,0.1,,7.7,0.1,,54.7,31.7
PFLUGERVILLE ISD,WIELAND EL,TRAVIS,-95.968185,29.608795,9814 KIBLER ST,ORCHARD,77464,227904117,01-01-11,751,251,251,82,1,,144,1,,520,187,33.4,33.4,10.9,0.1,,19.2,0.1,,69.2,24.9
PFLUGERVILLE ISD,RIOJAS EL,TRAVIS,-97.537224,25.950628,2500 W ALTON GLOOR BLVD,BROWNSVILLE,78521,227904118,01-01-11,447,45,131,221,4,,31,1,,126,34,10.1,29.3,49.4,0.9,,6.9,0.2,,28.2,7.6
MANOR ISD,MANOR H S,TRAVIS,-97.907152,26.468131,11932 JONES ST,LASARA,78561,227907001,01-01-11,1155,364,642,127,3,,8,4,,889,160,31.5,55.6,11,0.3,,0.7,0.3,,77,13.9
MANOR ISD,MANOR EXCEL ACADEMY,TRAVIS,-99.159531,30.063806,1030 W MAIN ST,KERRVILLE,78028,227907002,01-01-11,70,16,46,7,1,,0,0,,48,15,22.9,65.7,10,1.4,,0,0,,68.6,21.4
MANOR ISD,TRAVIS CO J J A E P,TRAVIS,-97.296087,27.6447,2601 WALDRON RD,CORPUS CHRISTI,78418,227907003,01-01-11,2,1,1,0,0,,0,0,,2,1,50,50,0,0,,0,0,,100,50
MANOR ISD,MANOR NEW TECHNOLOGY HIGH,TRAVIS,-97.4235,32.725048,6411 CAMP BOWIE BLVD STE B,FT WORTH,76116,227907004,01-01-11,332,63,147,107,0,,7,1,,172,12,19,44.3,32.2,0,,2.1,0.3,,51.8,3.6
MANOR ISD,MANOR MIDDLE,TRAVIS,-97.081081,32.77121,2201 ASCENSION BLVD,ARLINGTON,76006,227907041,01-01-11,748,214,408,112,1,,2,1,,568,94,28.6,54.5,15,0.1,,0.3,0.1,,75.9,12.6
MANOR ISD,DECKER MIDDLE,TRAVIS,-100.821523,32.32268,149 S HWY 208,COLORADO CITY,79512,227907042,01-01-11,634,173,399,43,5,,8,0,,530,178,27.3,62.9,6.8,0.8,,1.3,0,,83.6,28.1
MANOR ISD,MANOR EL,TRAVIS,-95.15261,30.052406000000126,2002 WILLOW TER,KINGWOOD,77345,227907101,01-01-11,646,160,382,88,1,,1,1,,505,182,24.8,59.1,13.6,0.2,,0.2,0.2,,78.2,28.2
MANOR ISD,BLUEBONNET TRAIL EL,TRAVIS,-97.799621,31.11145,2201 S CLEAR CREEK RD,KILLEEN,76549,227907102,01-01-11,422,118,189,59,3,,38,3,,278,151,28,44.8,14,0.7,,9,0.7,,65.9,35.8
MANOR ISD,DECKER EL,TRAVIS,-94.070945,32.476076,255 SCHOOL AVE,WASKOM,75692,227907104,01-01-11,707,138,534,20,5,,4,0,,656,412,19.5,75.5,2.8,0.7,,0.6,0,,92.8,58.3
MANOR ISD,BLAKE MANOR EL,TRAVIS,-97.725991,30.688956,210 WOODLAKE DR,GEORGETOWN,78633,227907105,01-01-11,639,66,440,122,1,,2,0,,522,237,10.3,68.9,19.1,0.2,,0.3,0,,81.7,37.1
MANOR ISD,PRESIDENTIAL MEADOWS EL,TRAVIS,-97.324584,32.846951,2500 CANTRELL SANSOM RD,FORT WORTH,76131,227907106,01-01-11,679,177,410,64,2,,6,0,,554,233,26.1,60.4,9.4,0.3,,0.9,0,,81.6,34.3
MANOR ISD,OAK MEADOWS EL,TRAVIS,-98.514863,29.488428,1830 BASSE RD,SAN ANTONIO,78213,227907107,01-01-11,557,104,446,3,0,,1,0,,527,337,18.7,80.1,0.5,0,,0.2,0,,94.6,60.5
MANOR ISD,PIONEER CROSSING EL,TRAVIS,-96.662544,33.082766,820 COTTONWOOD DR,ALLEN,75002,227907108,01-01-11,582,144,272,60,3,,85,2,,445,255,24.7,46.7,10.3,0.5,,14.6,0.3,,76.5,43.8
EANES ISD,WESTLAKE H S,TRAVIS,-94.811522,29.289314,4116 N 1/2,GALVESTON,77550,227909001,01-01-11,2560,23,289,1909,19,,228,2,,62,31,0.9,11.3,74.6,0.7,,8.9,0.1,,2.4,1.2
EANES ISD,HILL COUNTRY MIDDLE,TRAVIS,-97.038673,28.066487,314 N 6TH ST,FULTON,78358,227909041,01-01-11,915,8,96,707,4,,64,1,,15,19,0.9,10.5,77.3,0.4,,7,0.1,,1.6,2.1
EANES ISD,WEST RIDGE MIDDLE,TRAVIS,-96.914793,32.722072,5525 W ILLINOIS AVE,DALLAS,75211,227909042,01-01-11,865,7,111,612,2,,106,1,,23,16,0.8,12.8,70.8,0.2,,12.3,0.1,,2.7,1.8
EANES ISD,EANES EL,TRAVIS,-95.39603499999987,29.540571,2900 CR 59,MANVEL,77578,227909101,01-01-11,576,10,66,438,1,,37,0,,21,30,1.7,11.5,76,0.2,,6.4,0,,3.6,5.2
EANES ISD,CEDAR CREEK EL,TRAVIS,-95.470753999999602,29.625794000000433,6011 W OREM,HOUSTON,77085,227909102,01-01-11,447,4,74,285,2,,60,4,,21,24,0.9,16.6,63.8,0.4,,13.4,0.9,,4.7,5.4
EANES ISD,VALLEY VIEW EL,TRAVIS,-101.337266,33.975744,618 S TREE ST,FLOYDADA,79235,227909103,01-01-11,470,3,63,358,0,,32,0,,38,19,0.6,13.4,76.2,0,,6.8,0,,8.1,4
EANES ISD,FOREST TRAIL EL,TRAVIS,-106.401181999999892,31.927343,5950 SEAN HAGGERTY,EL PASO,79924,227909104,01-01-11,605,5,63,449,3,,71,0,,14,23,0.8,10.4,74.2,0.5,,11.7,0,,2.3,3.8
EANES ISD,BARTON CREEK EL,TRAVIS,-96.932937,30.202742,2248 N MAIN,GIDDINGS,78942,227909105,01-01-11,501,2,41,304,3,,121,0,,5,5,0.4,8.2,60.7,0.6,,24.2,0,,1,1
EANES ISD,BRIDGE POINT EL,TRAVIS,-96.977366,28.781338,3307 CALLIS ST,VICTORIA,77901,227909106,01-01-11,752,3,60,581,2,,87,1,,7,20,0.4,8,77.3,0.3,,11.6,0.1,,0.9,2.7
DEL VALLE ISD,DEL VALLE H S,TRAVIS,-96.634285,28.618297000000112,705 N NUECES ST,PORT LAVACA,77979,227910001,01-01-11,2269,313,1752,145,5,,19,1,,1824,193,13.8,77.2,6.4,0.2,,0.8,0,,80.4,8.5
DEL VALLE ISD,DEL VALLE OPPORTUNITY CTR,TRAVIS,-106.543299,31.851376,940 BELVIDERE ST,EL PASO,79912,227910002,01-01-11,322,33,262,25,0,,1,0,,280,62,10.2,81.4,7.8,0,,0.3,0,,87,19.3
DEL VALLE ISD,DEL VALLE MIDDLE,TRAVIS,-102.164331,33.590155,401 LINCOLN,SMYER,79367,227910041,01-01-11,759,75,607,52,0,,12,1,,618,133,9.9,80,6.9,0,,1.6,0.1,,81.4,17.5
DEL VALLE ISD,JOHN P OJEDA J H,TRAVIS,-98.196075,26.11537,201 E LAS MILPAS RD,PHARR,78577,227910042,01-01-11,815,51,703,50,3,,2,0,,721,223,6.3,86.3,6.1,0.4,,0.2,0,,88.5,27.4
DEL VALLE ISD,DAILEY MIDDLE,TRAVIS,-97.977218,26.37427,25149 FIRST ST,MONTE ALTO,78538,227910043,01-01-11,709,143,524,33,0,,0,0,,603,135,20.2,73.9,4.7,0,,0,0,,85,19
DEL VALLE ISD,POPHAM EL,TRAVIS,-97.90321699999987,30.365334,12601 COUNTRY TRAILS LN,AUSTIN,78732,227910101,01-01-11,1000,60,857,61,1,,7,0,,872,385,6,85.7,6.1,0.1,,0.7,0,,87.2,38.5
DEL VALLE ISD,SMITH EL,TRAVIS,-95.771507,29.765155,1100 S PEEK RD,KATY,77494,227910106,01-01-11,793,66,694,24,3,,5,0,,729,376,8.3,87.5,3,0.4,,0.6,0,,91.9,47.4
DEL VALLE ISD,HILLCREST EL,TRAVIS,-98.446877,29.425996,925 GULF ST,SAN ANTONIO,78202,227910107,01-01-11,743,26,692,19,0,,0,0,,705,472,3.5,93.1,2.6,0,,0,0,,94.9,63.5
DEL VALLE ISD,BATY EL,TRAVIS,-99.279366,34.150908,1300 PARADISE ST,VERNON,76384,227910108,01-01-11,948,103,808,31,2,,1,0,,902,391,10.9,85.2,3.3,0.2,,0.1,0,,95.1,41.2
DEL VALLE ISD,HORNSBY-DUNLAP EL,TRAVIS,-96.016730999999865,32.707106,200 TIGER DR,WILLS POINT,75169,227910109,01-01-11,1016,180,771,53,1,,1,0,,894,454,17.7,75.9,5.2,0.1,,0.1,0,,88,44.7
DEL VALLE ISD,DEL VALLE EL,TRAVIS,-95.437186,29.62021,4000 SIMSBROOK DR,HOUSTON,77045,227910110,01-01-11,655,56,516,64,2,,9,0,,560,279,8.5,78.8,9.8,0.3,,1.4,0,,85.5,42.6
DEL VALLE ISD,CREEDMOOR EL,TRAVIS,-98.251473,29.574195,515 THISTLE CREEK DR,CIBOLO,78108,227910111,01-01-11,644,10,565,64,0,,0,1,,563,317,1.6,87.7,9.9,0,,0,0.2,,87.4,49.2
LAKE TRAVIS ISD,LAKE TRAVIS H S,TRAVIS,-98.388808,26.299338,6401 N ABRAM RD,MISSION,78572,227913001,01-01-11,2077,31,362,1527,5,,74,3,,258,51,1.5,17.4,73.5,0.2,,3.6,0.1,,12.4,2.5
LAKE TRAVIS ISD,TRAVIS CO J J A E P,TRAVIS,-101.846849,34.069887,410 W 12TH,HALE CENTER,79041,227913002,01-01-11,4,1,2,1,0,,0,0,,0,0,25,50,25,0,,0,0,,0,0
LAKE TRAVIS ISD,LAKE TRAVIS MIDDLE,TRAVIS,-98.518210999999894,29.374566,906 MARCH AVE,SAN ANTONIO,78214,227913041,01-01-11,768,12,108,573,2,,32,0,,64,4,1.6,14.1,74.6,0.3,,4.2,0,,8.3,0.5
LAKE TRAVIS ISD,HUDSON BEND MIDDLE,TRAVIS,-97.650169,30.661063,1921 NE INNER LOOP,GEORGETOWN,78626,227913042,01-01-11,845,9,203,586,6,,13,0,,173,60,1.1,24,69.3,0.7,,1.5,0,,20.5,7.1
LAKE TRAVIS ISD,LAKE TRAVIS EL,TRAVIS,-95.242977,29.41882,2455 COUNTY RD 58,ROSHARON,77583,227913101,01-01-11,822,4,367,388,2,,23,1,,349,238,0.5,44.6,47.2,0.2,,2.8,0.1,,42.5,29
LAKE TRAVIS ISD,LAKEWAY EL,TRAVIS,-96.791828,32.691737000000103,4730 S LANCASTER,DALLAS,75216,227913102,01-01-11,648,9,92,466,0,,42,0,,19,20,1.4,14.2,71.9,0,,6.5,0,,2.9,3.1
LAKE TRAVIS ISD,BEE CAVE ELEMENTARY,TRAVIS,-98.067403,27.753543,900 W THIRD ST,ALICE,78332,227913103,01-01-11,618,2,82,484,3,,23,0,,73,11,0.3,13.3,78.3,0.5,,3.7,0,,11.8,1.8
LAKE TRAVIS ISD,LAKE POINTE ELEMENTARY,TRAVIS,-98.094118,29.707124,1413 BUSINESS 35,NEW BRAUNFELS,78130,227913104,01-01-11,600,1,63,482,4,,29,0,,21,3,0.2,10.5,80.3,0.7,,4.8,0,,3.5,0.5
LAKE TRAVIS ISD,SERENE HILLS ELEMENTARY SCHOOL,TRAVIS,-101.884655,33.496526000000131,3202 108TH ST,LUBBOCK,79423,227913105,01-01-11,558,2,75,448,5,,7,2,,58,3,0.4,13.4,80.3,0.9,,1.3,0.4,,10.4,0.5
GEORGETOWN ISD,GEORGETOWN H S,WILLIAMSON,-97.101146,31.638996000000144,300 CADET WAY,WACO,76705,246904001,01-01-11,2111,88,636,1332,12,,28,0,,731,56,4.2,30.1,63.1,0.6,,1.3,0,,34.6,2.7
GEORGETOWN ISD,CHIP RICHARTE H S,WILLIAMSON,-95.764221,29.798234,22555 PRINCE GEORGE,KATY,77449,246904002,01-01-11,74,3,30,39,0,,0,0,,44,2,4.1,40.5,52.7,0,,0,0,,59.5,2.7
GEORGETOWN ISD,GEORGETOWN ALTER PROG,WILLIAMSON,-94.806167,32.165937,800 N VAN BUREN,HENDERSON,75652,246904003,01-01-11,19,1,15,3,0,,0,0,,15,2,5.3,78.9,15.8,0,,0,0,,78.9,10.5
GEORGETOWN ISD,GEORGETOWN 9TH GRADE,WILLIAMSON,-98.026204,32.155925,247 CR 207,STEPHENVILLE,76401,246904004,01-01-11,798,26,242,513,2,,5,0,,287,17,3.3,30.3,64.3,0.3,,0.6,0,,36,2.1
GEORGETOWN ISD,DOUGLAS BENOLD MIDDLE,WILLIAMSON,-95.478699,29.717549000000112,5610 GULFTON ST,HOUSTON,77081,246904040,01-01-11,850,37,212,578,3,,9,0,,270,19,4.4,24.9,68,0.4,,1.1,0,,31.8,2.2
GEORGETOWN ISD,JAMES TIPPIT MIDDLE,WILLIAMSON,-95.617192999999872,30.317585000000115,16600 FM 2854,MONTGOMERY,77316,246904041,01-01-11,791,32,395,333,6,,8,0,,430,86,4,49.9,42.1,0.8,,1,0,,54.4,10.9
GEORGETOWN ISD,CHARLES A FORBES MIDDLE,WILLIAMSON,-95.551055,29.669765000000101,10000 CENTRE PKWY,HOUSTON,77036,246904042,01-01-11,676,21,237,398,1,,8,0,,298,27,3.1,35.1,58.9,0.1,,1.2,0,,44.1,4
GEORGETOWN ISD,ANNIE PURL EL,WILLIAMSON,-95.846884999999872,32.194475,718 ROBBINS RD,ATHENS,75751,246904101,01-01-11,517,11,345,149,0,,6,0,,378,210,2.1,66.7,28.8,0,,1.2,0,,73.1,40.6
GEORGETOWN ISD,CARVER EL,WILLIAMSON,-98.544072,29.347354,2615 NAVAJO,SAN ANTONIO,78224,246904102,01-01-11,458,21,260,154,1,,5,3,,330,154,4.6,56.8,33.6,0.2,,1.1,0.7,,72.1,33.6
GEORGETOWN ISD,FROST EL,WILLIAMSON,-98.557813,29.439888,3300 RUIZ ST,SAN ANTONIO,78228,246904103,01-01-11,512,22,195,268,1,,10,0,,294,100,4.3,38.1,52.3,0.2,,2,0,,57.4,19.5
GEORGETOWN ISD,PAT COOPER EL,WILLIAMSON,-95.686566,29.551164,7110 GREATWOOD PKWY,SUGAR LAND,77479,246904104,01-01-11,557,14,208,315,5,,3,0,,305,37,2.5,37.3,56.6,0.9,,0.5,0,,54.8,6.6
GEORGETOWN ISD,DELL PICKETT EL,WILLIAMSON,-100.544442,34.730837000000122,710 N 12TH ST,MEMPHIS,79245,246904105,01-01-11,415,24,213,162,0,,3,2,,248,79,5.8,51.3,39,0,,0.7,0.5,,59.8,19
GEORGETOWN ISD,RAYE MCCOY EL,WILLIAMSON,-94.785428,32.560703000000103,2700 SPRING HILL RD,LONGVIEW,75605,246904106,01-01-11,509,23,175,292,0,,4,2,,238,63,4.5,34.4,57.4,0,,0.8,0.4,,46.8,12.4
GEORGETOWN ISD,VILLAGE EL,WILLIAMSON,-98.718132,29.784656,300 HERFF RANCH BLVD,BOERNE,78006,246904107,01-01-11,502,6,98,374,2,,7,0,,122,12,1.2,19.5,74.5,0.4,,1.4,0,,24.3,2.4
GEORGETOWN ISD,WILLIAMS EL,WILLIAMSON,-99.901108,32.75868400000013,922 AVE M,ANSON,79501,246904108,01-01-11,341,16,188,126,0,,3,0,,216,93,4.7,55.1,37,0,,0.9,0,,63.3,27.3
GEORGETOWN ISD,JO ANN FORD EL,WILLIAMSON,-96.652353,33.172055,2800 VLY CREEK TRL,MCKINNEY,75070,246904109,01-01-11,575,10,92,457,6,,6,3,,90,18,1.7,16,79.5,1,,1,0.5,,15.7,3.1
GEORGETOWN ISD,JAMES E MITCHELL EL,WILLIAMSON,-97.824729,26.252977000000111,HWY 107 & E CRUZ ST,SANTA ROSA,78593,246904110,01-01-11,693,15,423,245,3,,4,0,,475,247,2.2,61,35.4,0.4,,0.6,0,,68.5,35.6
GEORGETOWN ISD,WILLIAMSON CO J J A E P,WILLIAMSON,-95.348408,29.657647,6107 BISSONNET,HOUSTON,77081,246904197,01-01-11,7,3,0,3,1,,0,0,,6,0,42.9,0,42.9,14.3,,0,0,,85.7,0
GEORGETOWN ISD,WM COUNTY JUVENILE DETENTION CTR,WILLIAMSON,-106.435312,31.77066,4700 ALAMEDA AVE,EL PASO,79905,246904199,01-01-11,6,0,3,3,0,,0,0,,3,0,0,50,50,0,,0,0,,50,0
HUTTO ISD,HUTTO H S,WILLIAMSON,-96.677856,33.02222,1600 RIGSBEE DR,PLANO,75074,246906001,01-01-11,1289,211,402,619,4,,20,2,,539,18,16.4,31.2,48,0.3,,1.6,0.2,,41.8,1.4
HUTTO ISD,LOTT DETENTION CENTER,WILLIAMSON,-95.161824,29.793567,4101 E SAM HOUSTON PKWY N,HOUSTON,77015,246906003,01-01-11,2,0,2,0,0,,0,0,,2,1,0,100,0,0,,0,0,,100,50
HUTTO ISD,HUTTO MIDDLE,WILLIAMSON,-100.214455,34.848665,811 15TH ST,WELLINGTON,79095,246906041,01-01-11,626,74,243,288,0,,4,2,,284,37,11.8,38.8,46,0,,0.6,0.3,,45.4,5.9
HUTTO ISD,FARLEY MIDDLE,WILLIAMSON,-97.460105,32.902679,9700 MORRIS DIDO NEWARK RD,FORT WORTH,76179,246906042,01-01-11,589,89,221,247,4,,9,0,,267,30,15.1,37.5,41.9,0.7,,1.5,0,,45.3,5.1
HUTTO ISD,HUTTO EL,WILLIAMSON,-106.442611,31.795126,4101 ALTURA AVE,EL PASO,79903,246906101,01-01-11,589,45,193,319,3,,7,0,,237,23,7.6,32.8,54.2,0.5,,1.2,0,,40.2,3.9
HUTTO ISD,COTTONWOOD CREEK EL,WILLIAMSON,-101.195748,36.19244,315 W 5TH AVE,SPEARMAN,79081,246906103,01-01-11,564,37,368,141,0,,3,0,,374,254,6.6,65.2,25,0,,0.5,0,,66.3,45
HUTTO ISD,RAY EL,WILLIAMSON,-96.865589,32.880206,9990 WEBB CHAPEL RD,DALLAS,75220,246906104,01-01-11,656,87,212,323,0,,7,0,,264,26,13.3,32.3,49.2,0,,1.1,0,,40.2,4
HUTTO ISD,VETERANS HILL EL,WILLIAMSON,-94.07038,33.425616,2315 W 10TH ST,TEXARKANA,75501,246906105,01-01-11,464,71,169,202,1,,0,1,,226,26,15.3,36.4,43.5,0.2,,0,0.2,,48.7,5.6
HUTTO ISD,NADINE JOHNSON EL,WILLIAMSON,-97.845341,30.231736,6001 WESTCREEK DR,AUSTIN,78749,246906121,01-01-11,615,92,228,258,0,,12,0,,272,35,15,37.1,42,0,,2,0,,44.2,5.7
ROUND ROCK ISD,ROUND ROCK H S,WILLIAMSON,-97.283215,32.817457,3701 LAYTON AVE,HALTOM CITY,76117,246909001,01-01-11,2624,216,744,1420,17,,141,0,,655,78,8.2,28.4,54.1,0.6,,5.4,0,,25,3
ROUND ROCK ISD,ROUND ROCK OPPORT CTR DAEP,WILLIAMSON,-106.584766999999886,31.896209,6675 S DESERT BLVD,EL PASO,79932,246909002,01-01-11,91,17,41,31,1,,1,0,,60,9,18.7,45.1,34.1,1.1,,1.1,0,,65.9,9.9
ROUND ROCK ISD,WESTWOOD H S,WILLIAMSON,-96.791405,32.833933000000115,3600 CORNELL AVE,DALLAS,75205,246909003,01-01-11,2424,83,304,1292,16,,633,3,,296,49,3.4,12.5,53.3,0.7,,26.1,0.1,,12.2,2
ROUND ROCK ISD,MCNEIL H S,WILLIAMSON,-101.811978,33.594732000000135,219 WALNUT AVE,LUBBOCK,79403,246909004,01-01-11,2607,253,541,1405,13,,305,6,,509,61,9.7,20.8,53.9,0.5,,11.7,0.2,,19.5,2.3
ROUND ROCK ISD,STONY POINT H S,WILLIAMSON,-95.433387,29.817785,1900 W 34TH ST,HOUSTON,77018,246909007,01-01-11,2795,441,1134,983,18,,113,3,,1028,100,15.8,40.6,35.2,0.6,,4,0.1,,36.8,3.6
ROUND ROCK ISD,CEDAR RIDGE H S,WILLIAMSON,-99.015751,26.407338,258 N FM 649,RIO GRANDE CITY,78582,246909008,01-01-11,1457,203,565,558,7,,70,1,,538,46,13.9,38.8,38.3,0.5,,4.8,0.1,,36.9,3.2
ROUND ROCK ISD,SUCCESS PROGRAM,WILLIAMSON,-97.478086,27.688631000000104,1306 FM 43,CORPUS CHRISTI,78415,246909011,01-01-11,217,37,108,65,1,,2,0,,121,9,17.1,49.8,30,0.5,,0.9,0,,55.8,4.1
ROUND ROCK ISD,WILLIAMSON CO J J A E P,WILLIAMSON,-100.989426,31.840545,700 7TH ST,STERLING CITY,76951,246909012,01-01-11,16,5,7,4,0,,0,0,,7,1,31.3,43.8,25,0,,0,0,,43.8,6.3
ROUND ROCK ISD,WM S LOTT JUVENILE CTR,WILLIAMSON,-95.270011,29.568235,2314 SCHLEIDER DR,PEARLAND,77581,246909016,01-01-11,12,3,4,4,0,,0,0,,9,1,25,33.3,33.3,0,,0,0,,75,8.3
ROUND ROCK ISD,C D FULKES MIDDLE,WILLIAMSON,-95.514859,29.684225,1102 TELEPHONE RD,HOUSTON,77023,246909041,01-01-11,728,114,393,177,5,,21,1,,503,102,15.7,54,24.3,0.7,,2.9,0.1,,69.1,14
ROUND ROCK ISD,NOEL GRISHAM MIDDLE,WILLIAMSON,-96.989079,28.800003,1110 SAM HOUSTON DR,VICTORIA,77902,246909042,01-01-11,695,33,150,363,4,,113,0,,166,30,4.7,21.6,52.2,0.6,,16.3,0,,23.9,4.3
ROUND ROCK ISD,CHISHOLM TRAIL MIDDLE,WILLIAMSON,-98.133699999999862,27.356243,400 S ELAINE ST,PREMONT,78375,246909043,01-01-11,1059,104,380,469,5,,64,1,,361,73,9.8,35.9,44.3,0.5,,6,0.1,,34.1,6.9
ROUND ROCK ISD,CANYON VISTA MIDDLE,WILLIAMSON,-97.393493,32.691045,3901 S HULEN ST,FORT WORTH,76109,246909044,01-01-11,1221,32,134,592,7,,396,1,,136,54,2.6,11,48.5,0.6,,32.4,0.1,,11.1,4.4
ROUND ROCK ISD,DEERPARK MIDDLE,WILLIAMSON,-96.951111,32.119276000000127,205 THIRD AVE,MILFORD,76670,246909045,01-01-11,1000,126,306,404,4,,92,0,,384,40,12.6,30.6,40.4,0.4,,9.2,0,,38.4,4
ROUND ROCK ISD,HOPEWELL MIDDLE,WILLIAMSON,-96.689232,32.844901,10715 GARLAND RD STE 100,DALLAS,75218,246909046,01-01-11,798,132,328,271,2,,30,0,,332,45,16.5,41.1,34,0.3,,3.8,0,,41.6,5.6
ROUND ROCK ISD,CEDAR VALLEY MIDDLE,WILLIAMSON,-98.348457,29.489137,6625 WOODLAKE PKWY,SAN ANTONIO,78244,246909047,01-01-11,1189,49,212,693,2,,186,1,,117,29,4.1,17.8,58.3,0.2,,15.6,0.1,,9.8,2.4
ROUND ROCK ISD,RIDGEVIEW MIDDLE SCHOOL,WILLIAMSON,-96.341192,32.973735,201 N ERBY CAMPBELL BLVD,ROYSE CITY,75189,246909051,01-01-11,1352,139,347,700,7,,92,2,,285,29,10.3,25.7,51.8,0.5,,6.8,0.1,,21.1,2.1
ROUND ROCK ISD,JAMES GARLAND WALSH MIDDLE,WILLIAMSON,-97.196899,31.444156,610 SPRING VLY RD,HEWITT,76643,246909052,01-01-11,1057,52,250,641,3,,74,2,,145,18,4.9,23.7,60.6,0.3,,7,0.2,,13.7,1.7
ROUND ROCK ISD,PFC ROBERT P HERNANDEZ MIDDLE,WILLIAMSON,-94.660514,31.601345,422 W COX ST,NACOGDOCHES,75964,246909053,01-01-11,836,141,435,220,4,,15,1,,509,69,16.9,52,26.3,0.5,,1.8,0.1,,60.9,8.3
ROUND ROCK ISD,CLAUDE BERKMAN EL,WILLIAMSON,-94.310546,30.367935,1676 FM 1293,KOUNTZE,77625,246909101,01-01-11,614,64,429,98,1,,8,1,,528,256,10.4,69.9,16,0.2,,1.3,0.2,,86,41.7
ROUND ROCK ISD,EL DAEP,WILLIAMSON,-96.5513,33.751936,1100 W MORGAN ST,DENISON,75020,246909102,01-01-11,5,0,4,1,0,,0,0,,3,1,0,80,20,0,,0,0,,60,20
ROUND ROCK ISD,SPICEWOOD EL,WILLIAMSON,-102.380586,31.913971,1401 YUKON RD,ODESSA,79762,246909105,01-01-11,691,3,72,375,1,,208,0,,27,26,0.4,10.4,54.3,0.1,,30.1,0,,3.9,3.8
ROUND ROCK ISD,XENIA VOIGT EL,WILLIAMSON,-97.088501,28.029204,21 GRIFFITH DR,ROCKPORT,78382,246909106,01-01-11,721,85,502,113,1,,4,0,,557,275,11.8,69.6,15.7,0.1,,0.6,0,,77.3,38.1
ROUND ROCK ISD,DEEP WOOD EL,WILLIAMSON,-95.487463,29.547739,19101 CHIMNEY ROCK RD,FRESNO,77545,246909107,01-01-11,430,19,148,241,3,,7,1,,138,3,4.4,34.4,56,0.7,,1.6,0.2,,32.1,0.7
ROUND ROCK ISD,FOREST NORTH EL,WILLIAMSON,-97.786994,30.51588,200 S VISTA RDG,CEDAR PARK,78613,246909108,01-01-11,314,38,91,140,2,,28,2,,150,26,12.1,29,44.6,0.6,,8.9,0.6,,47.8,8.3
ROUND ROCK ISD,ANDERSON MILL EL,WILLIAMSON,-101.816676,33.568384,1802 E 28TH ST,LUBBOCK,79404,246909109,01-01-11,517,61,211,204,2,,21,2,,325,79,11.8,40.8,39.5,0.4,,4.1,0.4,,62.9,15.3
ROUND ROCK ISD,KATHY CARAWAY EL,WILLIAMSON,-96.913451,33.046147,2561 FM 544,LEWISVILLE,75056,246909110,01-01-11,647,19,92,352,2,,154,1,,99,59,2.9,14.2,54.4,0.3,,23.8,0.2,,15.3,9.1
ROUND ROCK ISD,VIC ROBERTSON EL,WILLIAMSON,-98.222885,26.265645,7000 N MAIN ST,MCALLEN,78504,246909111,01-01-11,526,49,341,110,0,,11,2,,403,161,9.3,64.8,20.9,0,,2.1,0.4,,76.6,30.6
ROUND ROCK ISD,PURPLE SAGE EL,WILLIAMSON,-102.308291,31.890581000000111,6401 AMBER DR,ODESSA,79762,246909113,01-01-11,375,10,179,156,3,,10,1,,165,111,2.7,47.7,41.6,0.8,,2.7,0.3,,44,29.6
ROUND ROCK ISD,BRUSHY CREEK EL,WILLIAMSON,-96.393736999999874,32.503607,10729 S STATE HWY 34,SCURRY,75158,246909114,01-01-11,804,43,189,425,3,,106,1,,157,59,5.3,23.5,52.9,0.4,,13.2,0.1,,19.5,7.3
ROUND ROCK ISD,WELLS BRANCH EL,WILLIAMSON,-95.389655,29.870418,725 E LITTLE YORK RD,HOUSTON,77076,246909115,01-01-11,912,186,303,237,4,,126,3,,457,139,20.4,33.2,26,0.4,,13.8,0.3,,50.1,15.2
